name,symbol,id,market_cap
Ethereum,eth,ethereum,349056335389.1799
Tether,usdt,tether,79537958059.76778
BNB,bnb,binancecoin,66424867796.34133
USDC,usdc,usd-coin,53458489274.503975
BUSD,busd,binance-usd,18353220338.196346
Shiba Inu,shib,shiba-inu,14134311194.279541
Wrapped Bitcoin,wbtc,wrapped-bitcoin,11316654899.986095
Cronos,cro,crypto-com-chain,11086188942.003002
Polygon,matic,matic-network,11035100526.916391
Dai,dai,dai,9240846999.87374
Chainlink,link,chainlink,7057840955.542073
NEAR Protocol,near,near,6156851752.719787
Lido Staked Ether,steth,staked-ether,5853266536.655793
LEO Token,leo,leo-token,5575375797.600119
Uniswap,uni,uniswap,4787537581.346277
OKB,okb,okb,4752938296.16222
Fantom,ftm,fantom,4505742395.525996
Decentraland,mana,decentraland,4264612041.1079316
Axie Infinity,axs,axie-infinity,3960316545.2363844
The Sandbox,sand,the-sandbox,3605943452.9585795
cETH,ceth,compound-ether,3403166068.5760007
Frax,frax,frax,2860174081.303722
cUSDC,cusdc,compound-usd-coin,2807856788.792026
Magic Internet Money (Ethereum),mim,magic-internet-money,2787022234.78247
ECOMI,omi,ecomi,2654106893.999959
The Graph,grt,the-graph,2316668755.6769333
cDAI,cdai,cdai,2001705577.2012277
Aave,aave,aave,1976361386.5534372
GALA,gala,gala,1949694823.728336
BitTorrent,btt,bittorrent,1864345956.3361952
PancakeSwap,cake,pancakeswap-token,1853675758.9877338
Maker,mkr,maker,1764943606.3502789
Huobi BTC,hbtc,huobi-btc,1718459987.985681
Waves,waves,waves,1552408526.452163
Quant,qnt,quant-network,1550804700.6864986
TrueUSD,tusd,true-usd,1495190054.5227664
Huobi,ht,huobi-token,1468392019.8938708
Enjin Coin,enj,enjincoin,1464903853.982982
Amp,amp,amp-token,1399333432.5799973
Celsius Network,cel,celsius-degree-token,1349476351.601186
Humans.ai,heart,humans-ai,1309127901.9760866
Frax Share,fxs,frax-share,1301701735.8724475
NEXO,nexo,nexo,1198504689.9302628
Basic Attention,bat,basic-attention-token,1103818261.371617
Chiliz,chz,chiliz,1022879999.0984464
Loopring,lrc,loopring,1022870096.2737708
Pax Dollar,usdp,paxos-standard,1021738310.662747
Gate,gt,gatechain-token,1017408998.5617721
Convex Finance,cvx,convex-finance,1005324604.9968288
Curve DAO,crv,curve-dao-token,952036712.9593955
ApeCoin,ape,apecoin,946081401.9243534
Synthetix Network,snx,havven,878300806.7777205
Holo,hot,holotoken,817792502.3291347
Compound,comp,compound-governance-token,791225932.3982775
yearn.finance,yfi,yearn-finance,766298679.2302928
Smooth Love Potion,slp,smooth-love-potion,748283627.5738659
IoTeX,iotx,iotex,741409581.8390098
Nexus Mutual,nxm,nxm,675604918.2670875
Sushi,sushi,sushi,663641833.1939658
XDC Network,xdc,xdce-crowd-sale,656609236.4503956
Livepeer,lpt,livepeer,652018665.4946822
Gnosis,gno,gnosis,650690189.44908
renBTC,renbtc,renbtc,639860299.3036312
Bancor Network,bnt,bancor,632895198.8898373
1inch,1inch,1inch,621872603.4410752
WAX,waxp,wax,604933931.0095308
Zilliqa,zil,zilliqa,600979060.4238136
OMG Network,omg,omisego,591740423.3372108
Render,render,render-token,590551749.7499733
e-Radix,exrd,e-radix,589557621.7228302
Ankr Network,ankr,ankr,587763614.9187548
Rally,rly,rally-2,560432822.430038
Fei USD,fei,fei-usd,557867339.1347508
Velas,vlx,velas,533791969.0561018
PAX Gold,paxg,pax-gold,525490331.8854078
Baby Doge Coin,babydoge,baby-doge-coin,511922215.9233546
Audius,audio,audius,502237557.43920517
dYdX,ethdydx,dydx,494516920.94961154
Rocket Pool,rpl,rocket-pool,491710539.5349934
SwissBorg,borg,swissborg,490828449.90060896
Olympus,ohm,olympus,489756323.062639
0x Protocol,zrx,0x,485509869.03604615
Synapse,syn,synapse-2,479543021.796491
Golem,glm,golem,475735625.6216663
Liquity USD,lusd,liquity-usd,473182839.3631458
UMA,uma,uma,472651857.17554
Dogelon Mars,elon,dogelon-mars,462898348.57159597
WOO,woo,woo-network,459420599.0179601
Keep Network,keep,keep-network,453106465.77336687
Tether Gold,xaut,tether-gold,431531025.5713525
SKALE,skl,skale,416557491.25269705
Illuvium,ilv,illuvium,374668363.48962975
API3,api3,api3,365125909.71731263
Polymath,poly,polymath,364039011.3805115
Spell,spell,spell-token,363687132.76819867
Immutable,imx,immutable-x,362785706.8996172
Telcoin,tel,telcoin,361706719.4085507
Ultra,uos,ultra,356426809.03304064
ConstitutionDAO,people,constitutiondao,354415803.4131569
Metis,metis,metis-token,353911031.7698075
